,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday
35,275.45,0.0,0.0,64,19,2876,0,0,0,0,0,0,0,1,0,0,0,0
36,277.06,0.0,0.0,40,18,4987,0,0,0,0,0,0,0,1,0,0,0,0
37,270.72,0.0,0.0,75,11,5001,0,0,0,0,0,0,0,1,0,0,0,0
38,286.28,0.0,0.0,1,12,5705,0,0,0,0,0,0,0,1,0,0,0,0
39,251.43,0.0,0.0,1,3,439,0,0,0,0,0,0,0,1,0,0,0,0
40,278.3,0.0,0.0,1,18,4393,0,0,0,0,0,0,0,1,0,0,0,0
41,281.93,0.0,0.0,1,9,5004,0,0,0,0,0,0,0,1,0,0,0,0
42,270.48,0.0,0.0,64,5,2576,0,0,0,0,0,0,0,1,0,0,0,0
43,265.72,0.0,0.0,75,10,4667,0,0,0,0,0,0,0,1,0,0,0,0
44,303.24,0.0,0.0,1,15,4334,0,0,0,0,0,0,0,1,0,0,0,0
45,275.01,0.0,0.0,1,5,3016,0,0,0,0,0,0,0,1,0,0,0,0
46,295.2,0.0,0.0,90,5,2937,0,0,0,0,0,0,0,1,0,0,0,0
47,289.23,0.0,0.0,1,15,4283,0,0,0,0,0,0,0,1,0,0,0,0
48,253.22,0.0,0.0,5,12,4958,0,0,0,0,0,0,0,1,0,0,0,0
49,250.36,0.0,0.0,1,6,1247,0,0,0,0,0,0,0,1,0,0,0,0
50,299.73,0.0,0.0,40,16,4607,0,0,0,0,0,0,0,1,0,0,0,0
51,271.75,0.0,0.0,40,18,4381,0,0,0,0,0,0,0,1,0,0,0,0
52,292.11,0.25,0.0,90,9,3062,0,0,0,0,0,0,0,1,0,0,0,0
53,286.18,0.0,0.0,90,0,1006,0,0,0,0,0,0,0,1,0,0,0,0
54,254.3,0.0,0.0,40,19,2783,0,0,0,0,0,0,0,1,0,0,0,0
55,292.15,0.0,0.0,90,3,414,0,0,0,0,0,0,0,1,0,0,0,0
56,269.47,0.0,0.0,40,0,1072,0,0,0,0,0,0,0,1,0,0,0,0
57,283.62,0.0,0.0,90,13,4857,0,0,0,0,0,0,0,1,0,0,0,0
58,286.27,0.0,0.0,90,1,385,0,0,0,0,0,0,0,1,0,0,0,0
59,292.17,0.0,0.0,36,16,6022,0,0,0,0,0,0,0,1,0,0,0,0
60,278.94,0.0,0.0,1,5,2812,0,0,0,0,0,0,0,1,0,0,0,0
61,292.48,0.0,0.0,1,15,5466,0,0,0,0,0,0,0,1,0,0,0,0
62,296.47,0.0,0.0,1,9,3999,0,0,0,0,0,0,0,1,0,0,0,0
63,277.51,0.0,0.0,90,20,2372,0,0,0,0,0,0,0,1,0,0,0,0
64,294.09,0.0,0.0,1,12,4393,0,0,0,0,0,0,0,1,0,0,0,0
65,278.55,0.0,0.0,90,6,5771,0,0,0,0,0,0,0,1,0,0,0,0
66,286.29,0.0,0.0,90,21,2450,0,0,0,0,0,0,0,1,0,0,0,0
67,262.42,0.0,0.0,1,3,526,0,0,0,0,0,0,0,1,0,0,0,0
68,263.95,0.0,0.0,90,10,4002,0,0,0,0,0,0,0,1,0,0,0,0
69,286.65,0.0,0.0,90,0,639,0,0,0,0,0,0,0,1,0,0,0,0
70,270.95,0.0,0.0,90,23,1054,0,0,0,0,0,0,0,1,0,0,0,0
71,301.21,0.0,0.0,5,12,4601,0,0,0,0,0,0,0,1,0,0,0,0
72,268.95,0.0,0.0,90,19,881,0,0,0,0,0,0,0,1,0,0,0,0
73,275.26,0.0,0.0,1,2,524,0,0,0,0,0,0,0,1,0,0,0,0
74,276.47,0.0,0.0,1,13,5201,0,0,0,0,0,0,0,1,0,0,0,0
75,285.96,0.0,0.0,90,9,3390,0,0,0,0,0,0,0,1,0,0,0,0
76,271.36,0.0,0.0,90,2,231,0,0,0,0,0,0,0,1,0,0,0,0
77,271.28,0.0,0.0,90,5,2537,0,0,0,0,0,0,0,1,0,0,0,0
78,265.82,0.0,0.0,90,3,266,0,0,0,0,0,0,0,1,0,0,0,0
79,269.1,0.0,0.0,90,1,713,0,0,0,0,0,0,0,1,0,0,0,0
80,281.64,0.0,0.0,1,3,389,0,0,0,0,0,0,0,1,0,0,0,0
81,273.89,0.0,0.0,1,5,2703,0,0,0,0,0,0,0,1,0,0,0,0
82,271.09,0.0,0.0,90,9,1755,0,0,0,0,0,0,0,1,0,0,0,0
83,288.32,2.54,0.0,90,14,4915,0,0,0,0,0,0,0,1,0,0,0,0
84,266.46,0.0,0.0,90,16,3798,0,0,0,0,0,0,0,1,0,0,0,0
85,280.5,0.0,0.0,90,16,6222,0,0,0,0,0,0,0,1,0,0,0,0
86,281.65,0.0,0.0,90,3,318,0,0,0,0,0,0,0,1,0,0,0,0
87,287.86,0.0,0.0,0,13,4477,0,0,0,0,0,0,0,1,0,0,0,0
88,280.72,0.0,0.0,90,23,956,0,0,0,0,0,0,0,1,0,0,0,0
89,293.56,0.0,0.0,75,14,4497,0,0,0,0,0,0,0,1,0,0,0,0
90,296.61,0.0,0.0,75,17,3584,0,0,0,0,0,0,0,1,0,0,0,0
91,267.75,2.54,0.0,90,6,3919,0,0,0,0,0,0,0,1,0,0,0,0
92,287.81,0.0,0.0,75,11,4779,0,0,0,0,0,0,0,1,0,0,0,0
93,265.75,0.0,0.0,90,19,2335,0,0,0,0,0,0,0,1,0,0,0,0
94,272.38,0.0,0.0,90,9,4916,0,0,0,0,0,0,0,1,0,0,0,0
95,287.51,0.0,0.0,75,6,5801,0,0,0,0,0,0,0,1,0,0,0,0
96,260.61,0.0,0.0,90,1,389,0,0,0,0,0,0,0,1,0,0,0,0
97,251.63,0.0,0.0,1,4,770,0,0,0,0,0,0,0,1,0,0,0,0
98,295.33,2.03,0.0,90,8,5515,0,0,0,0,0,0,0,1,0,0,0,0
99,262.28,0.0,0.0,90,8,1337,0,0,0,0,0,0,0,1,0,0,0,0
100,296.02,0.0,0.0,1,16,5846,0,0,0,0,0,0,0,1,0,0,0,0
101,271.38,0.0,0.0,75,4,723,0,0,0,0,0,0,0,1,0,0,0,0
102,254.35,0.0,0.0,1,7,4087,0,0,0,0,0,0,0,1,0,0,0,0
103,273.53,0.0,0.0,75,6,5994,0,0,0,0,0,0,0,1,0,0,0,0
104,295.49,0.0,0.0,0,19,3534,0,0,0,0,0,0,0,1,0,0,0,0
105,268.37,0.0,0.0,90,15,6120,0,0,0,0,0,0,0,1,0,0,0,0
106,286.87,0.0,0.0,1,1,450,0,0,0,0,0,0,0,1,0,0,0,0
107,274.78,0.0,0.0,20,12,4815,0,0,0,0,0,0,0,1,0,0,0,0
108,295.95,0.0,0.0,90,21,2632,0,0,0,0,0,0,0,1,0,0,0,0
109,285.83,0.0,0.0,1,20,3617,0,0,0,0,0,0,0,1,0,0,0,0
110,284.65,0.0,0.0,75,3,374,0,0,0,0,0,0,0,1,0,0,0,0
111,273.86,0.0,0.0,75,22,3643,0,0,0,0,0,0,0,1,0,0,0,0
112,283.98,0.25,0.0,90,15,5748,0,0,0,0,0,0,0,1,0,0,0,0
113,291.35,0.0,0.0,0,23,2096,0,0,0,0,0,0,0,1,0,0,0,0
114,274.95,0.0,0.0,90,11,3594,0,0,0,0,0,0,0,1,0,0,0,0
115,292.88,0.0,0.0,90,10,4161,0,0,0,0,0,0,0,1,0,0,0,0
116,288.21,3.18,0.0,20,5,3027,0,0,0,0,0,0,0,1,0,0,0,0
117,293.53,0.0,0.0,1,13,3993,0,0,0,0,0,0,0,1,0,0,0,0
118,295.61,0.0,0.0,1,8,5414,0,0,0,0,0,0,0,1,0,0,0,0
119,283.31,0.25,0.0,76,18,4724,0,0,0,0,0,0,0,1,0,0,0,0
120,290.14,5.74,0.0,92,10,4634,0,0,0,0,0,0,0,1,0,0,0,0
121,293.5,0.0,0.0,20,6,5194,0,0,0,0,0,0,0,1,0,0,0,0
122,268.86,0.0,0.0,5,9,2227,0,0,0,0,0,0,0,1,0,0,0,0
123,293.59,0.0,0.0,20,7,5115,0,0,0,0,0,0,0,1,0,0,0,0
124,279.54,0.0,0.0,90,3,380,0,0,0,0,0,0,0,1,0,0,0,0
125,290.88,0.0,0.0,20,5,3124,0,0,0,0,0,0,0,1,0,0,0,0
126,290.79,0.0,0.0,5,20,2940,0,0,0,0,0,0,0,1,0,0,0,0
127,292.92,0.0,0.0,20,7,6381,0,0,0,0,0,0,0,1,0,0,0,0
128,293.7,0.0,0.0,1,18,4071,0,0,0,0,0,0,0,1,0,0,0,0
129,297.02,0.0,0.0,75,16,4181,0,0,0,0,0,0,0,1,0,0,0,0
130,258.51,0.0,0.0,90,7,1195,0,0,0,0,0,0,0,1,0,0,0,0
131,283.63,0.0,0.0,0,3,414,0,0,0,0,0,0,0,1,0,0,0,0
132,273.79,0.0,0.0,90,23,1892,0,0,0,0,0,0,0,1,0,0,0,0
133,293.39,0.0,0.0,40,7,6477,0,0,0,0,0,0,0,1,0,0,0,0
134,290.7,0.76,0.0,0,4,781,0,0,0,0,0,0,0,1,0,0,0,0
135,275.41,0.0,0.0,90,23,1118,0,0,0,0,0,0,0,1,0,0,0,0
136,271.97,0.0,0.0,90,6,5637,0,0,0,0,0,0,0,1,0,0,0,0
137,292.96,0.0,0.0,5,16,4436,0,0,0,0,0,0,0,1,0,0,0,0
138,289.82,0.0,0.0,1,3,369,0,0,0,0,0,0,0,1,0,0,0,0
139,278.75,0.0,0.0,90,8,6377,0,0,0,0,0,0,0,1,0,0,0,0
140,279.2,0.0,0.0,1,10,4464,0,0,0,0,0,0,0,1,0,0,0,0
141,275.61,0.0,0.0,90,0,826,0,0,0,0,0,0,0,1,0,0,0,0
142,297.36,0.0,0.0,40,17,5292,0,0,0,0,0,0,0,1,0,0,0,0
143,292.06,0.0,0.0,1,14,4926,0,0,0,0,0,0,0,1,0,0,0,0
144,294.42,0.0,0.0,1,17,4288,0,0,0,0,0,0,0,1,0,0,0,0
145,275.76,0.0,0.0,90,3,312,0,0,0,0,0,0,0,1,0,0,0,0
146,275.09,0.0,0.0,20,16,4329,0,0,0,0,0,0,0,1,0,0,0,0
147,271.48,0.0,0.0,90,5,2496,0,0,0,0,0,0,0,1,0,0,0,0
148,278.72,0.0,0.0,90,4,278,0,0,0,0,0,0,0,1,0,0,0,0
149,287.87,0.0,0.0,90,6,1495,0,0,0,0,0,0,0,1,0,0,0,0
150,289.37,0.0,0.0,40,5,744,0,0,0,0,0,0,0,1,0,0,0,0
151,277.69,0.0,0.0,90,11,4947,0,0,0,0,0,0,0,1,0,0,0,0
152,296.41,0.0,0.0,1,17,4717,0,0,0,0,0,0,0,1,0,0,0,0
153,255.64,0.0,0.0,90,0,442,0,0,0,0,0,0,0,1,0,0,0,0
154,288.59,0.0,0.0,0,13,4321,0,0,0,0,0,0,0,1,0,0,0,0
155,294.21,0.0,0.0,75,19,3544,0,0,0,0,0,0,0,1,0,0,0,0
156,290.66,0.0,0.0,0,22,1926,0,0,0,0,0,0,0,1,0,0,0,0
157,265.55,0.0,0.0,90,6,1017,0,0,0,0,0,0,0,1,0,0,0,0
158,266.35,0.0,0.0,90,1,785,0,0,0,0,0,0,0,1,0,0,0,0
159,265.51,0.0,0.0,90,4,251,0,0,0,0,0,0,0,1,0,0,0,0
160,290.55,0.0,0.0,0,4,830,0,0,0,0,0,0,0,1,0,0,0,0
161,283.43,0.0,0.0,1,0,533,0,0,0,0,0,0,0,1,0,0,0,0
162,303.38,0.0,0.0,75,16,4056,0,0,0,0,0,0,0,1,0,0,0,0
163,284.29,0.0,0.0,1,2,286,0,0,0,0,0,0,0,1,0,0,0,0
164,294.98,0.0,0.0,75,18,4418,0,0,0,0,0,0,0,1,0,0,0,0
165,268.79,0.0,0.0,90,6,490,0,0,0,0,0,0,0,1,0,0,0,0
166,274.08,0.38,0.0,64,20,2217,0,0,0,0,0,0,0,1,0,0,0,0
167,274.72,0.0,0.0,90,15,4819,0,0,0,0,0,0,0,1,0,0,0,0
168,280.47,0.0,0.0,1,3,449,0,0,0,0,0,0,0,1,0,0,0,0
169,296.44,0.0,0.0,1,23,1218,0,0,0,0,0,0,0,1,0,0,0,0
170,272.08,0.0,0.0,90,12,4977,0,0,0,0,0,0,0,1,0,0,0,0
171,290.28,0.0,0.0,90,5,2747,0,0,0,0,0,0,0,1,0,0,0,0
172,289.79,0.0,0.0,0,7,6456,0,0,0,0,0,0,0,1,0,0,0,0
173,282.89,0.0,0.0,1,2,258,0,0,0,0,0,0,0,1,0,0,0,0
174,292.18,0.28,0.0,40,3,323,0,0,0,0,0,0,0,1,0,0,0,0
175,277.54,0.0,0.0,64,14,4319,0,0,0,0,0,0,0,1,0,0,0,0
176,276.28,0.0,0.0,40,9,5227,0,0,0,0,0,0,0,1,0,0,0,0
177,296.84,0.0,0.0,90,13,4013,0,0,0,0,0,0,0,1,0,0,0,0
178,267.9,0.0,0.0,64,1,706,0,0,0,0,0,0,0,1,0,0,0,0
179,293.16,0.0,0.0,24,17,5028,0,0,0,0,0,0,0,1,0,0,0,0
180,289.31,0.0,0.0,0,3,421,0,0,0,0,0,0,0,1,0,0,0,0
181,274.75,0.0,0.0,90,17,5954,0,0,0,0,0,0,0,1,0,0,0,0
182,273.93,0.0,0.0,90,11,4714,0,0,0,0,0,0,0,1,0,0,0,0
183,280.99,0.0,0.0,1,19,3287,0,0,0,0,0,0,0,1,0,0,0,0
184,285.38,0.25,0.0,88,6,5791,0,0,0,0,0,0,0,1,0,0,0,0
185,287.15,0.0,0.0,1,2,292,0,0,0,0,0,0,0,1,0,0,0,0
186,270.5,0.0,0.0,90,19,1834,0,0,0,0,0,0,0,1,0,0,0,0
187,269.25,0.0,0.0,90,21,3235,0,0,0,0,0,0,0,1,0,0,0,0
188,293.48,0.0,0.0,90,14,4346,0,0,0,0,0,0,0,1,0,0,0,0
189,272.73,0.0,0.0,90,13,4897,0,0,0,0,0,0,0,1,0,0,0,0
190,295.36,0.0,0.0,1,12,5528,0,0,0,0,0,0,0,1,0,0,0,0
191,289.94,0.0,0.0,1,12,5891,0,0,0,0,0,0,0,1,0,0,0,0
192,285.24,0.0,0.0,32,0,739,0,0,0,0,0,0,0,1,0,0,0,0
193,274.69,0.0,0.0,90,23,1007,0,0,0,0,0,0,0,1,0,0,0,0
194,255.34,0.0,0.0,40,15,5266,0,0,0,0,0,0,0,1,0,0,0,0
195,280.81,0.0,0.0,20,12,4936,0,0,0,0,0,0,0,1,0,0,0,0
196,264.58,0.0,0.0,90,9,1759,0,0,0,0,0,0,0,1,0,0,0,0
197,294.82,0.51,0.0,90,20,2627,0,0,0,0,0,0,0,1,0,0,0,0
198,274.89,0.0,0.0,90,7,964,0,0,0,0,0,0,0,1,0,0,0,0
199,269.44,0.0,0.0,90,4,454,0,0,0,0,0,0,0,1,0,0,0,0
200,273.02,0.0,0.0,1,0,849,0,0,0,0,0,0,0,1,0,0,0,0
201,292.44,1.8,0.0,92,10,4711,0,0,0,0,0,0,0,1,0,0,0,0
202,292.93,0.0,0.0,0,21,3225,0,0,0,0,0,0,0,1,0,0,0,0
203,287.96,0.0,0.0,1,11,4830,0,0,0,0,0,0,0,1,0,0,0,0
204,297.06,7.87,0.0,90,13,4735,0,0,0,0,0,0,0,1,0,0,0,0
205,270.75,0.0,0.0,90,15,3660,0,0,0,0,0,0,0,1,0,0,0,0
206,270.02,0.0,0.0,90,19,3621,0,0,0,0,0,0,0,1,0,0,0,0
207,277.82,0.0,0.0,90,20,2772,0,0,0,0,0,0,0,1,0,0,0,0
208,297.01,0.76,0.0,40,1,368,0,0,0,0,0,0,0,1,0,0,0,0
209,284.08,0.0,0.0,1,23,1955,0,0,0,0,0,0,0,1,0,0,0,0
210,295.44,0.0,0.0,1,3,338,0,0,0,0,0,0,0,1,0,0,0,0
211,274.48,0.0,0.0,90,14,5016,0,0,0,0,0,0,0,1,0,0,0,0
212,299.02,0.0,0.0,20,11,3893,0,0,0,0,0,0,0,1,0,0,0,0
213,290.08,0.25,0.0,90,1,400,0,0,0,0,0,0,0,1,0,0,0,0
214,299.56,0.0,0.0,75,18,4023,0,0,0,0,0,0,0,1,0,0,0,0
215,267.35,0.0,0.0,1,1,345,0,0,0,0,0,0,0,1,0,0,0,0
216,270.91,0.0,0.0,90,19,2520,0,0,0,0,0,0,0,1,0,0,0,0
217,292.02,0.0,0.0,1,1,388,0,0,0,0,0,0,0,1,0,0,0,0
218,275.59,0.0,0.0,90,4,301,0,0,0,0,0,0,0,1,0,0,0,0
219,286.22,0.0,0.0,90,9,4648,0,0,0,0,0,0,0,1,0,0,0,0
220,296.95,0.0,0.0,32,6,4912,0,0,0,0,0,0,0,1,0,0,0,0
221,267.69,0.0,0.0,64,21,2411,0,0,0,0,0,0,0,1,0,0,0,0
222,302.66,0.0,0.0,80,21,2677,0,0,0,0,0,0,0,1,0,0,0,0
223,260.94,0.0,0.0,75,15,5525,0,0,0,0,0,0,0,1,0,0,0,0
224,266.77,0.0,0.0,90,9,3641,0,0,0,0,0,0,0,1,0,0,0,0
225,291.69,0.0,0.0,75,22,2083,0,0,0,0,0,0,0,1,0,0,0,0
226,270.27,0.0,0.0,20,13,4821,0,0,0,0,0,0,0,1,0,0,0,0
227,304.01,0.0,0.0,90,18,3749,0,0,0,0,0,0,0,1,0,0,0,0
228,296.88,0.0,0.0,1,15,5457,0,0,0,0,0,0,0,1,0,0,0,0
229,301.65,0.0,0.0,40,14,4728,0,0,0,0,0,0,0,1,0,0,0,0
230,272.58,0.0,0.0,90,19,3423,0,0,0,0,0,0,0,1,0,0,0,0
231,288.3,0.0,0.0,1,7,6386,0,0,0,0,0,0,0,1,0,0,0,0
232,273.33,0.0,0.0,90,20,2881,0,0,0,0,0,0,0,1,0,0,0,0
233,273.48,0.0,0.0,1,21,2256,0,0,0,0,0,0,0,1,0,0,0,0
234,279.72,0.0,0.0,1,17,6152,0,0,0,0,0,0,0,1,0,0,0,0
235,265.13,0.0,0.0,1,20,2284,0,0,0,0,0,0,0,1,0,0,0,0
236,294.17,0.0,0.0,1,18,4310,0,0,0,0,0,0,0,1,0,0,0,0
237,279.08,0.0,0.0,90,19,3691,0,0,0,0,0,0,0,1,0,0,0,0
238,292.94,0.0,0.0,1,2,624,0,0,0,0,0,0,0,1,0,0,0,0
239,293.91,0.25,0.0,75,11,4128,0,0,0,0,0,0,0,1,0,0,0,0
240,285.85,0.0,0.0,90,16,6312,0,0,0,0,0,0,0,1,0,0,0,0
241,265.28,0.0,0.0,90,23,2334,0,0,0,0,0,0,0,1,0,0,0,0
242,291.19,0.0,0.0,40,22,2090,0,0,0,0,0,0,0,1,0,0,0,0
243,282.38,0.0,0.0,1,21,3049,0,0,0,0,0,0,0,1,0,0,0,0
244,283.09,0.0,0.0,90,4,836,0,0,0,0,0,0,0,1,0,0,0,0
245,260.48,0.0,0.0,75,11,4686,0,0,0,0,0,0,0,1,0,0,0,0
246,274.48,0.0,0.0,90,12,3367,0,0,0,0,0,0,0,1,0,0,0,0
247,272.95,0.0,0.0,64,9,2387,0,0,0,0,0,0,0,1,0,0,0,0
248,285.35,0.0,0.0,5,7,6581,0,0,0,0,0,0,0,1,0,0,0,0
249,293.17,3.44,0.0,90,22,2609,0,0,0,0,0,0,0,1,0,0,0,0
250,275.22,0.0,0.0,90,13,2821,0,0,0,0,0,0,0,1,0,0,0,0
251,300.79,0.0,0.0,1,13,5310,0,0,0,0,0,0,0,1,0,0,0,0
252,287.35,0.0,0.0,88,23,2699,0,0,0,0,0,0,0,1,0,0,0,0
253,298.86,0.0,0.0,1,12,4452,0,0,0,0,0,0,0,1,0,0,0,0
254,286.9,0.38,0.0,75,21,2714,0,0,0,0,0,0,0,1,0,0,0,0
255,295.76,0.0,0.0,1,22,1363,0,0,0,0,0,0,0,1,0,0,0,0
256,291.82,0.0,0.0,76,6,4740,0,0,0,0,0,0,0,1,0,0,0,0
257,298.66,0.0,0.0,1,16,4281,0,0,0,0,0,0,0,1,0,0,0,0
258,288.25,0.0,0.0,1,9,4936,0,0,0,0,0,0,0,1,0,0,0,0
259,268.22,0.0,0.0,90,18,4570,0,0,0,0,0,0,0,1,0,0,0,0
260,271.25,0.0,0.0,40,17,5545,0,0,0,0,0,0,0,1,0,0,0,0
261,296.6,0.0,0.0,48,15,5619,0,0,0,0,0,0,0,1,0,0,0,0
262,270.19,0.0,0.0,75,7,5677,0,0,0,0,0,0,0,1,0,0,0,0
263,298.88,0.0,0.0,0,18,4175,0,0,0,0,0,0,0,1,0,0,0,0
264,272.15,0.0,0.0,20,11,4682,0,0,0,0,0,0,0,1,0,0,0,0
265,259.95,0.0,0.0,75,10,4388,0,0,0,0,0,0,0,1,0,0,0,0
266,280.39,0.0,0.0,90,9,5287,0,0,0,0,0,0,0,1,0,0,0,0
267,276.55,0.0,0.0,75,12,4982,0,0,0,0,0,0,0,1,0,0,0,0
268,286.71,0.0,0.0,92,14,6205,0,0,0,0,0,0,0,1,0,0,0,0
269,273.71,0.0,0.0,90,10,4428,0,0,0,0,0,0,0,1,0,0,0,0
270,288.23,0.0,0.0,1,5,2979,0,0,0,0,0,0,0,1,0,0,0,0
271,260.43,0.0,0.0,1,2,230,0,0,0,0,0,0,0,1,0,0,0,0
272,275.96,0.0,0.0,5,8,6237,0,0,0,0,0,0,0,1,0,0,0,0
273,295.369,0.0,0.0,32,13,4519,0,0,0,0,0,0,0,1,0,0,0,0
274,288.09,0.0,0.0,40,9,5573,0,0,0,0,0,0,0,1,0,0,0,0
275,274.19,0.0,0.0,90,6,704,0,0,0,0,0,0,0,1,0,0,0,0
276,271.21,0.0,0.0,90,22,3411,0,0,0,0,0,0,0,1,0,0,0,0
277,291.15,0.0,0.0,5,22,2286,0,0,0,0,0,0,0,1,0,0,0,0
278,274.81,0.0,0.0,20,7,7055,0,0,0,0,0,0,0,1,0,0,0,0
279,280.65,0.25,0.0,92,2,268,0,0,0,0,0,0,0,1,0,0,0,0
280,286.055,0.0,0.0,0,2,595,0,0,0,0,0,0,0,1,0,0,0,0
281,251.16,0.0,0.0,1,1,365,0,0,0,0,0,0,0,1,0,0,0,0
282,284.35,0.0,0.0,90,21,2717,0,0,0,0,0,0,0,1,0,0,0,0
283,285.68,5.02,0.0,90,8,3124,0,0,0,0,0,0,0,1,0,0,0,0
284,299.54,0.0,0.0,1,13,4733,0,0,0,0,0,0,0,1,0,0,0,0
285,296.14,0.96,0.0,1,9,3734,0,0,0,0,0,0,0,1,0,0,0,0
286,298.92,0.25,0.0,1,19,3098,0,0,0,0,0,0,0,1,0,0,0,0
287,295.37,0.0,0.0,1,23,1243,0,0,0,0,0,0,0,1,0,0,0,0
288,286.25,0.0,0.0,92,9,5320,0,0,0,0,0,0,0,1,0,0,0,0
289,281.82,0.0,0.0,1,3,194,0,0,0,0,0,0,0,1,0,0,0,0
290,278.48,0.0,0.0,90,18,3799,0,0,0,0,0,0,0,1,0,0,0,0
291,286.9240000000001,0.0,0.0,68,19,3962,0,0,0,0,0,0,0,1,0,0,0,0
292,272.35,0.0,0.0,90,8,4265,0,0,0,0,0,0,0,1,0,0,0,0
293,290.42,0.0,0.0,90,21,3123,0,0,0,0,0,0,0,1,0,0,0,0
294,294.31,0.0,0.0,1,6,5291,0,0,0,0,0,0,0,1,0,0,0,0
295,295.15,0.0,0.0,75,12,4257,0,0,0,0,0,0,0,1,0,0,0,0
296,247.64,0.0,0.0,1,8,5332,0,0,0,0,0,0,0,1,0,0,0,0
297,300.99,0.0,0.0,1,20,2425,0,0,0,0,0,0,0,1,0,0,0,0
298,282.55,0.25,0.0,90,5,720,0,0,0,0,0,0,0,1,0,0,0,0
299,258.74,0.0,0.0,90,6,3637,0,0,0,0,0,0,0,1,0,0,0,0
300,295.37,0.0,0.0,40,19,3448,0,0,0,0,0,0,0,1,0,0,0,0
301,274.51,0.0,0.0,90,15,5844,0,0,0,0,0,0,0,1,0,0,0,0
302,290.79,0.0,0.0,75,13,4911,0,0,0,0,0,0,0,1,0,0,0,0
303,273.48,0.0,0.0,90,7,6302,0,0,0,0,0,0,0,1,0,0,0,0
304,296.27,0.0,0.0,40,11,4324,0,0,0,0,0,0,0,1,0,0,0,0
