,temperature,rain_1h,snow_1h,clouds_percentage,population_density_categorical,hour,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday
43463,282.49,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
42372,267.37,0.0,0.0,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0
12128,257.94,0.0,0.0,1,2,17,0,0,0,0,0,0,0,1,0,0,0,0
20220,270.69,0.0,0.0,90,0,7,0,0,0,0,0,0,0,1,0,0,0,0
32338,284.27,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
36583,288.65,0.0,0.0,90,4,7,0,0,0,0,0,0,0,1,0,0,0,0
34774,294.55,0.0,0.0,75,3,15,0,0,0,0,0,0,0,1,0,0,0,0
33973,281.84,0.0,0.0,75,0,3,0,0,0,0,0,0,0,1,0,0,0,0
9228,286.34,0.0,0.0,92,4,6,0,0,0,0,0,0,0,1,0,0,0,0
41798,257.44,0.0,0.0,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
42598,273.8,0.0,0.0,1,1,23,0,0,0,0,0,0,0,1,0,0,0,0
20038,275.29,0.0,0.0,90,3,10,0,0,0,0,0,0,0,1,0,0,0,0
42275,270.15,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
8911,278.78,0.0,0.0,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0
25908,289.4,0.0,0.0,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0
43989,282.37,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
43316,271.0,0.0,0.0,90,1,13,0,0,0,0,0,0,0,1,0,0,0,0
31732,261.91,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32436,274.4,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18321,297.01,0.76,0.0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31067,276.83,0.0,0.0,20,3,18,0,0,0,0,0,0,0,1,0,0,0,0
29561,269.14,0.0,0.0,75,3,7,0,0,0,0,0,0,0,1,0,0,0,0
39321,278.48,0.0,0.0,5,2,19,0,0,0,0,0,0,0,1,0,0,0,0
1926,257.01,0.0,0.0,75,1,19,0,0,0,0,0,0,0,1,0,0,0,0
39648,269.99,0.0,0.0,90,1,9,0,0,0,0,0,0,0,1,0,0,0,0
42795,269.29,0.0,0.0,90,2,9,0,0,0,0,0,0,0,1,0,0,0,0
47995,287.22,0.0,0.0,75,1,22,0,0,0,0,0,0,0,1,0,0,0,0
48076,284.08,0.0,0.0,75,1,20,0,0,0,0,0,0,0,1,0,0,0,0
22766,284.47,0.25,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8086,294.02,0.0,0.0,80,2,19,0,0,0,0,0,0,0,1,0,0,0,0
21300,266.15,0.0,0.0,90,3,6,0,0,0,0,0,0,0,1,0,0,0,0
36603,291.29,0.0,0.0,90,1,22,0,0,0,0,0,0,0,1,0,0,0,0
26613,288.43,0.0,0.0,1,1,20,0,0,0,0,0,0,0,1,0,0,0,0
12156,253.16,0.0,0.0,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0
6149,286.52,0.0,0.0,90,0,7,0,0,0,0,0,0,0,1,0,0,0,0
17664,288.66,0.0,0.0,90,2,10,0,0,0,0,0,0,0,1,0,0,0,0
42161,262.23,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
7208,299.01,3.81,0.0,0,3,14,0,0,0,0,0,0,0,1,0,0,0,0
12056,256.9,0.0,0.0,40,4,17,0,0,0,0,0,0,0,1,0,0,0,0
27919,280.4,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
43009,268.48,0.0,0.0,5,3,12,0,0,0,0,0,0,0,1,0,0,0,0
35314,291.4,0.0,0.0,90,3,18,0,0,0,0,0,0,0,1,0,0,0,0
21288,265.36,0.0,0.0,90,1,20,0,0,0,0,0,0,0,1,0,0,0,0
21921,272.55,0.0,0.0,90,3,11,0,0,0,0,0,0,0,1,0,0,0,0
17566,287.6,0.0,0.0,90,1,21,0,0,0,0,0,0,0,1,0,0,0,0
28944,263.55,0.0,0.0,90,1,5,0,0,0,0,0,0,0,1,0,0,0,0
37506,284.69,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9324,283.29,0.0,0.0,90,3,16,0,0,0,0,0,0,0,1,0,0,0,0
46569,297.28,0.0,0.0,5,3,10,0,0,0,0,0,0,0,1,0,0,0,0
94,280.25,0.0,0.0,75,3,14,0,0,0,0,0,0,0,1,0,0,0,0
47636,301.68,0.0,0.0,1,4,17,0,0,0,0,0,0,0,1,0,0,0,0
906,273.45,0.0,0.0,75,0,4,0,0,0,0,0,0,0,1,0,0,0,0
43755,282.95,0.0,0.0,40,3,9,0,0,0,0,0,0,0,1,0,0,0,0
8558,294.37,0.0,0.0,44,4,6,0,0,0,0,0,0,0,1,0,0,0,0
27425,288.834,0.0,0.0,0,4,16,0,0,0,0,0,0,0,1,0,0,0,0
1842,272.01,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
25526,287.91,0.0,0.0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1512,266.01,0.0,0.0,1,4,16,0,0,0,0,0,0,0,1,0,0,0,0
13877,278.2,0.43,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
24678,293.16,0.0,0.0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21118,274.07,0.0,0.0,75,0,5,0,0,0,0,0,0,0,1,0,0,0,0
2095,274.85,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
18250,291.14,0.0,0.0,5,3,9,0,0,0,0,0,0,0,1,0,0,0,0
44236,279.58,0.0,0.0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0
47139,290.89,1.52,0.0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26407,294.22,0.0,0.0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37294,297.36,0.0,0.0,75,3,14,0,0,0,0,0,0,0,1,0,0,0,0
16761,290.21,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
20932,273.8,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
46322,293.74,0.0,0.0,20,0,23,0,0,0,0,0,0,0,1,0,0,0,0
12357,265.89,0.0,0.0,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0
8741,289.6,0.0,0.0,1,1,23,0,0,0,0,0,0,0,1,0,0,0,0
46372,293.55,0.0,0.0,1,2,20,0,0,0,0,0,0,0,1,0,0,0,0
43812,297.95,0.0,0.0,20,4,17,0,0,0,0,0,0,0,1,0,0,0,0
27281,277.988,0.0,0.0,92,2,10,0,0,0,0,0,0,0,1,0,0,0,0
24988,294.478,0.0,0.0,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0
18329,295.44,3.86,0.0,90,3,6,0,0,0,0,0,0,0,1,0,0,0,0
3392,270.54,0.0,0.0,90,2,11,0,0,0,0,0,0,0,1,0,0,0,0
19889,277.23,0.0,0.0,40,3,18,0,0,0,0,0,0,0,1,0,0,0,0
14050,290.33,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
43567,276.88,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
9455,277.72,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3812,266.37,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
35840,292.44,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
11852,252.15,0.0,0.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
16200,294.98,0.0,0.0,1,2,20,0,0,0,0,0,0,0,1,0,0,0,0
4288,264.22,0.0,0.0,1,3,10,0,0,0,0,0,0,0,1,0,0,0,0
25190,295.96,0.0,0.0,75,0,22,0,0,0,0,0,0,0,1,0,0,0,0
18265,295.17,0.79,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29740,260.42,0.0,0.0,1,4,17,0,0,0,0,0,0,0,1,0,0,0,0
1449,265.61,0.0,0.0,90,1,20,0,0,0,0,0,0,0,1,0,0,0,0
11170,251.4,0.0,0.0,64,2,18,0,0,0,0,0,0,0,1,0,0,0,0
9709,274.92,0.0,0.0,64,3,11,0,0,0,0,0,0,0,1,0,0,0,0
45068,295.65,0.0,0.0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12487,262.01,0.0,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
15490,288.88,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
47747,293.45,0.0,0.0,20,4,7,0,0,0,0,0,0,0,1,0,0,0,0
433,280.43,0.0,0.0,92,2,22,0,0,0,0,0,0,0,1,0,0,0,0
27420,287.952,0.0,0.0,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0
43061,268.86,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
34624,289.4,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
914,277.83,0.0,0.0,90,3,12,0,0,0,0,0,0,0,1,0,0,0,0
25339,296.93,0.0,0.0,1,2,13,0,0,0,0,0,0,0,1,0,0,0,0
23916,291.74,0.0,0.0,75,2,20,0,0,0,0,0,0,0,1,0,0,0,0
15264,294.93,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
6583,290.46,0.0,0.0,40,0,3,0,0,0,0,0,0,0,1,0,0,0,0
3388,268.06,0.0,0.0,90,1,5,0,0,0,0,0,0,0,1,0,0,0,0
46873,296.42,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
4798,277.38,0.0,0.0,75,3,9,0,0,0,0,0,0,0,1,0,0,0,0
23868,287.17,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
34965,292.08,0.0,0.0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0
41581,273.49,0.0,0.0,1,2,18,0,0,0,0,0,0,0,1,0,0,0,0
1257,278.64,0.0,0.0,40,3,13,0,0,0,0,0,0,0,1,0,0,0,0
30802,264.47,0.0,0.0,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0
818,280.25,0.0,0.0,20,3,13,0,0,0,0,0,0,0,1,0,0,0,0
46277,288.29,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
31220,284.01,0.0,0.0,75,3,14,0,0,0,0,0,0,0,1,0,0,0,0
34646,291.55,0.0,0.0,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0
9567,273.807,0.0,0.0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
24313,299.18,0.0,0.0,80,0,23,0,0,0,0,0,0,0,1,0,0,0,0
773,280.5,0.0,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
21012,266.0,0.0,0.0,90,2,6,0,0,0,0,0,0,0,1,0,0,0,0
48105,285.8,0.0,0.0,75,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10121,271.48,0.0,0.0,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0
4825,278.62,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
40132,256.76,0.0,0.0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46877,297.01,0.0,0.0,1,4,16,0,0,0,0,0,0,0,1,0,0,0,0
17464,289.98,0.0,0.0,90,1,21,0,0,0,0,0,0,0,1,0,0,0,0
42815,261.22,0.0,0.0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0
31474,270.15,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
28850,275.84,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
14761,300.39,0.0,0.0,20,2,20,0,0,0,0,0,0,0,1,0,0,0,0
27036,283.75,0.0,0.0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0
1158,267.05,0.0,0.0,75,3,9,0,0,0,0,0,0,0,1,0,0,0,0
19878,273.94,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
45216,289.82,0.0,0.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
12737,270.78,0.0,0.0,75,0,4,0,0,0,0,0,0,0,1,0,0,0,0
47711,304.47,0.0,0.0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,0
15660,296.36,0.0,0.0,90,4,7,0,0,0,0,0,0,0,1,0,0,0,0
34594,292.09,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11096,255.82,0.0,0.0,90,2,13,0,0,0,0,0,0,0,1,0,0,0,0
22504,293.07,0.0,0.0,90,2,22,0,0,0,0,0,0,0,1,0,0,0,0
30803,264.41,0.0,0.0,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0
48116,286.88,0.25,0.0,90,3,11,0,0,0,0,0,0,0,1,0,0,0,0
423,281.93,0.0,0.0,92,3,14,0,0,0,0,0,0,0,1,0,0,0,0
14408,285.11,0.0,0.0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26150,299.78,0.0,0.0,1,2,12,0,0,0,0,0,0,0,1,0,0,0,0
26845,290.59,0.0,0.0,92,0,5,0,0,0,0,0,0,0,1,0,0,0,0
31461,271.65,0.0,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
41847,264.82,0.0,0.0,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0
3699,260.17,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
47871,288.26,0.0,0.0,90,1,21,0,0,0,0,0,0,0,1,0,0,0,0
40548,261.38,0.0,0.0,90,2,11,0,0,0,0,0,0,0,1,0,0,0,0
5049,274.65,0.0,0.0,90,4,16,0,0,0,0,0,0,0,1,0,0,0,0
9160,298.5,0.0,0.0,1,2,20,0,0,0,0,0,0,0,1,0,0,0,0
42847,273.66,0.0,0.0,90,3,13,0,0,0,0,0,0,0,1,0,0,0,0
14034,283.38,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
21499,271.82,0.0,0.0,1,3,11,0,0,0,0,0,0,0,1,0,0,0,0
28530,271.75,0.0,0.0,90,1,8,0,0,0,0,0,0,0,1,0,0,0,0
31269,269.88,0.0,0.0,90,3,12,0,0,0,0,0,0,0,1,0,0,0,0
17692,291.16,0.0,0.0,75,3,14,0,0,0,0,0,0,0,1,0,0,0,0
6202,291.52,0.0,0.0,90,3,9,0,0,0,0,0,0,0,1,0,0,0,0
47719,296.42,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
36463,300.58,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
14536,287.27,0.0,0.0,75,3,11,0,0,0,0,0,0,0,1,0,0,0,0
21301,266.08,0.0,0.0,90,3,7,0,0,0,0,0,0,0,1,0,0,0,0
3984,271.28,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
45950,300.08,0.0,0.0,75,3,15,0,0,0,0,0,0,0,1,0,0,0,0
21480,273.72,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
42146,266.87,0.0,0.0,40,3,11,0,0,0,0,0,0,0,1,0,0,0,0
31134,286.724,0.0,0.0,20,3,13,0,0,0,0,0,0,0,1,0,0,0,0
29879,264.75,0.0,0.0,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0
3640,270.05,0.0,0.0,40,4,16,0,0,0,0,0,0,0,1,0,0,0,0
34052,287.33,0.0,0.0,40,1,8,0,0,0,0,0,0,0,1,0,0,0,0
2067,275.26,0.0,0.0,90,2,10,0,0,0,0,0,0,0,1,0,0,0,0
36260,290.65,0.0,0.0,1,0,23,0,0,0,0,0,0,0,1,0,0,0,0
28915,264.93,0.0,0.0,90,0,3,0,0,0,0,0,0,0,1,0,0,0,0
12010,257.76,0.0,0.0,90,1,19,0,0,0,0,0,0,0,1,0,0,0,0
7780,301.93,0.0,0.0,36,3,10,0,0,0,0,0,0,0,1,0,0,0,0
45270,290.55,0.0,0.0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0
32341,283.88,0.0,0.0,90,3,15,0,0,0,0,0,0,0,1,0,0,0,0
44382,302.93,0.0,0.0,1,4,15,0,0,0,0,0,0,0,1,0,0,0,0
22292,273.46,0.0,0.0,90,0,4,0,0,0,0,0,0,0,1,0,0,0,0
32391,275.66,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
14580,285.12,0.0,0.0,0,4,7,0,0,0,0,0,0,0,1,0,0,0,0
5065,272.26,0.0,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40687,258.48,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
30083,265.62,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
20725,266.58,0.0,0.0,90,3,15,0,0,0,0,0,0,0,1,0,0,0,0
30422,274.08,0.0,0.0,90,3,8,0,0,0,0,0,0,0,1,0,0,0,0
31804,275.22,0.0,0.0,90,1,21,0,0,0,0,0,0,0,1,0,0,0,0
26644,290.53,0.51,0.0,90,1,20,0,0,0,0,0,0,0,1,0,0,0,0
327,278.93,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
27020,287.46,0.0,0.0,0,3,11,0,0,0,0,0,0,0,1,0,0,0,0
30389,275.96,0.0,0.0,90,2,12,0,0,0,0,0,0,0,1,0,0,0,0
9169,293.41,0.0,0.0,75,0,6,0,0,0,0,0,0,0,1,0,0,0,0
22768,284.47,0.25,0.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33136,274.29,0.0,0.0,90,1,23,0,0,0,0,0,0,0,1,0,0,0,0
28391,274.84,0.0,0.0,90,3,16,0,0,0,0,0,0,0,1,0,0,0,0
7441,290.67,0.0,0.0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
853,272.01,0.0,0.0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36487,296.02,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
36880,296.75,0.0,0.0,5,1,22,0,0,0,0,0,0,0,1,0,0,0,0
41195,262.3,0.0,0.0,90,1,8,0,0,0,0,0,0,0,1,0,0,0,0
11821,248.02,0.0,0.0,1,0,22,0,0,0,0,0,0,0,1,0,0,0,0
28793,272.46,0.0,0.0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22284,276.21,0.0,0.0,90,1,20,0,0,0,0,0,0,0,1,0,0,0,0
6766,283.23,0.25,0.0,92,4,7,0,0,0,0,0,0,0,1,0,0,0,0
15,284.63,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5235,277.26,0.0,0.0,90,2,17,0,0,0,0,0,0,0,1,0,0,0,0
21392,277.08,0.0,0.0,90,3,14,0,0,0,0,0,0,0,1,0,0,0,0
4535,273.22,0.0,0.0,90,2,18,0,0,0,0,0,0,0,1,0,0,0,0
8388,293.83,0.0,0.0,0,3,10,0,0,0,0,0,0,0,1,0,0,0,0
6725,285.57,0.3,0.0,88,4,8,0,0,0,0,0,0,0,1,0,0,0,0
31720,267.42,0.0,0.0,1,2,12,0,0,0,0,0,0,0,1,0,0,0,0
4786,279.23,0.0,0.0,1,2,20,0,0,0,0,0,0,0,1,0,0,0,0
46334,292.15,0.0,0.0,90,4,8,0,0,0,0,0,0,0,1,0,0,0,0
13065,275.12,0.0,0.0,20,2,21,0,0,0,0,0,0,0,1,0,0,0,0
